icd_10,DOID,MESH,ULMS,Alternateids,Name,Name_DO,Descriptions,probs,gender,pharmgkb_ids,symptoms,symptoms_mesh_id,sympotoms_tf_idfs,names_ru,descriptions_ru,symptoms_ru,symptoms_ru_no_stat
E74.02,,"['MESH:D006009', 'MESH:D006009']","['UMLS_CUI:C0017921', 'UMLS_CUI:C0342751']",,pompe disease,,"['Pompe disease', 'Type II glycogen storage disease']",2.0359375408538538e-05,neutral,PA165108538,"['Fever', 'Body Weight', 'Muscle Weakness', 'Anoxia', 'Cough', 'Dyspnea', 'Hypercapnia', 'Respiratory Sounds', 'Edema', 'Paralysis', 'Hearing Disorders', 'Hearing Loss', 'Hearing Loss, Conductive', 'Diarrhea', 'Cardiac Output, Low', 'Fatigue', 'Mobility Limitation', 'Gait Disorders, Neurologic', 'Mental Retardation', 'Hallucinations', 'Muscle Hypotonia', 'Muscular Atrophy', 'Pain', 'Headache', 'Respiratory Paralysis', 'Psychophysiologic Disorders', 'Paresthesia', 'Chest Pain', 'Vomiting', 'Urinary Incontinence', 'Hypoventilation', 'Heart Murmurs', 'Hearing Loss, Mixed Conductive-Sensorineural', 'Fever', 'Body Weight', 'Muscle Weakness', 'Anoxia', 'Cough', 'Dyspnea', 'Hypercapnia', 'Respiratory Sounds', 'Edema', 'Paralysis', 'Hearing Disorders', 'Hearing Loss', 'Hearing Loss, Conductive', 'Diarrhea', 'Cardiac Output, Low', 'Fatigue', 'Mobility Limitation', 'Gait Disorders, Neurologic', 'Mental Retardation', 'Hallucinations', 'Muscle Hypotonia', 'Muscular Atrophy', 'Pain', 'Headache', 'Respiratory Paralysis', 'Psychophysiologic Disorders', 'Paresthesia', 'Chest Pain', 'Vomiting', 'Urinary Incontinence', 'Hypoventilation', 'Heart Murmurs', 'Hearing Loss, Mixed Conductive-Sensorineural']","['MESH:D005334', 'MESH:D001835', 'MESH:D018908', 'MESH:D000860', 'MESH:D003371', 'MESH:D004417', 'MESH:D006935', 'MESH:D012135', 'MESH:D004487', 'MESH:D010243', 'MESH:D006311', 'MESH:D034381', 'MESH:D006314', 'MESH:D003967', 'MESH:D002303', 'MESH:D005221', 'MESH:D051346', 'MESH:D020233', 'MESH:D008607', 'MESH:D006212', 'MESH:D009123', 'MESH:D009133', 'MESH:D010146', 'MESH:D006261', 'MESH:D012133', 'MESH:D011602', 'MESH:D010292', 'MESH:D002637', 'MESH:D014839', 'MESH:D014549', 'MESH:D007040', 'MESH:D006337', 'MESH:D046089', 'MESH:D005334', 'MESH:D001835', 'MESH:D018908', 'MESH:D000860', 'MESH:D003371', 'MESH:D004417', 'MESH:D006935', 'MESH:D012135', 'MESH:D004487', 'MESH:D010243', 'MESH:D006311', 'MESH:D034381', 'MESH:D006314', 'MESH:D003967', 'MESH:D002303', 'MESH:D005221', 'MESH:D051346', 'MESH:D020233', 'MESH:D008607', 'MESH:D006212', 'MESH:D009123', 'MESH:D009133', 'MESH:D010146', 'MESH:D006261', 'MESH:D012133', 'MESH:D011602', 'MESH:D010292', 'MESH:D002637', 'MESH:D014839', 'MESH:D014549', 'MESH:D007040', 'MESH:D006337', 'MESH:D046089']","[0.6189376322832968, 1.028963541434295, 25.817768124274416, 1.00198857170747, 2.6294583021926647, 5.026108407698086, 2.1109838219206343, 1.6392693282712694, 0.5958780941028821, 0.4844713774828484, 0.7350165749565932, 0.8035505446228293, 2.2674202170287483, 0.9231881310823103, 2.1427956495556484, 5.690065777607146, 2.76385710334264, 6.979062079740008, 1.810893368145429, 1.7232881843244452, 18.22162248176353, 14.60821769593828, 0.6587734172614802, 1.7691285094237812, 19.915362061127038, 1.482505634153478, 1.358018146149779, 1.0995608303564923, 0.8435126654253875, 1.6175293416348633, 5.0427066094877775, 2.3634171314371484, 4.003547990270655, 0.6189376322832968, 1.028963541434295, 25.817768124274416, 1.00198857170747, 2.6294583021926647, 5.026108407698086, 2.1109838219206343, 1.6392693282712694, 0.5958780941028821, 0.4844713774828484, 0.7350165749565932, 0.8035505446228293, 2.2674202170287483, 0.9231881310823103, 2.1427956495556484, 5.690065777607146, 2.76385710334264, 6.979062079740008, 1.810893368145429, 1.7232881843244452, 18.22162248176353, 14.60821769593828, 0.6587734172614802, 1.7691285094237812, 19.915362061127038, 1.482505634153478, 1.358018146149779, 1.0995608303564923, 0.8435126654253875, 1.6175293416348633, 5.0427066094877775, 2.3634171314371484, 4.003547990270655]",,,"['Высокая температура, температура', 'Вес тела', 'Мышечная слабость', 'Аноксия', 'Кашель', 'одышка', 'гиперкапния', 'распиратоные звуки, хрипы в грудной клетке ', 'отёк, водянка', 'Паралич', 'Нарушения слуха', 'Потеря слуха', 'Потеря слуха кондуктивная', 'диарея, понос', 'низкий сердечный выброс', 'усталость', 'Ограничение подвижности', 'неврологические нарушения походки', 'Умственная отсталость', 'Галлюцинации', 'Мышечная гипотония', 'Мышечная атрофия', 'Боль', 'головная боль, цефалгия', 'Дыхательный паралич', 'Психофизиологические расстройства', 'парестезия, спонтанно возникающее неприятное ощущение онемения, покалывания, жжения ', 'Боль в груди', 'рвотный рефлекс, глоточный рефлекс', 'Недержание мочи', 'Гиповентиляция', 'Сердечные шумы', 'Потеря слуха, смешанная кондуктивно-сенсоневральная', 'Высокая температура, температура', 'Вес тела', 'Мышечная слабость', 'Аноксия', 'Кашель', 'одышка', 'гиперкапния', 'распиратоные звуки, хрипы в грудной клетке ', 'отёк, водянка', 'Паралич', 'Нарушения слуха', 'Потеря слуха', 'Потеря слуха кондуктивная', 'диарея, понос', 'низкий сердечный выброс', 'усталость', 'Ограничение подвижности', 'неврологические нарушения походки', 'Умственная отсталость', 'Галлюцинации', 'Мышечная гипотония', 'Мышечная атрофия', 'Боль', 'головная боль, цефалгия', 'Дыхательный паралич', 'Психофизиологические расстройства', 'парестезия, спонтанно возникающее неприятное ощущение онемения, покалывания, жжения ', 'Боль в груди', 'рвотный рефлекс, глоточный рефлекс', 'Недержание мочи', 'Гиповентиляция', 'Сердечные шумы', 'Потеря слуха, смешанная кондуктивно-сенсоневральная']",
E74.03,,"['MESH:D006010', 'MESH:D006010', 'MESH:D006010']","['UMLS_CUI:C0017922', 'UMLS_CUI:C0017922', 'UMLS_CUI:C0017922']",,cori disease,,"['Cori disease', 'Type III glycogen storage disease', 'Forbes disease']",2.0359375408538538e-05,neutral,PA165108108,"['Body Weight', 'Muscle Weakness', 'Seizures', 'Abdominal Pain', 'Weight Gain', 'Paralysis', 'Fetal Distress', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia', 'Body Weight', 'Muscle Weakness', 'Seizures', 'Abdominal Pain', 'Weight Gain', 'Paralysis', 'Fetal Distress', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia', 'Body Weight', 'Muscle Weakness', 'Seizures', 'Abdominal Pain', 'Weight Gain', 'Paralysis', 'Fetal Distress', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia']","['MESH:D001835', 'MESH:D018908', 'MESH:D012640', 'MESH:D015746', 'MESH:D015430', 'MESH:D010243', 'MESH:D005316', 'MESH:D008607', 'MESH:D011596', 'MESH:D009123', 'MESH:D001835', 'MESH:D018908', 'MESH:D012640', 'MESH:D015746', 'MESH:D015430', 'MESH:D010243', 'MESH:D005316', 'MESH:D008607', 'MESH:D011596', 'MESH:D009123', 'MESH:D001835', 'MESH:D018908', 'MESH:D012640', 'MESH:D015746', 'MESH:D015430', 'MESH:D010243', 'MESH:D005316', 'MESH:D008607', 'MESH:D011596', 'MESH:D009123']","[0.342987847144765, 0.992991081702862, 0.8451669255214139, 0.8484836781474079, 1.4866897406760522, 0.4844713774828484, 2.588451638247058, 0.9054466840727144, 1.3316409916371097, 3.3130222694115505, 0.342987847144765, 0.992991081702862, 0.8451669255214139, 0.8484836781474079, 1.4866897406760522, 0.4844713774828484, 2.588451638247058, 0.9054466840727144, 1.3316409916371097, 3.3130222694115505, 0.342987847144765, 0.992991081702862, 0.8451669255214139, 0.8484836781474079, 1.4866897406760522, 0.4844713774828484, 2.588451638247058, 0.9054466840727144, 1.3316409916371097, 3.3130222694115505]",,,"['Вес тела', 'Мышечная слабость', 'Судороги', 'Боль в животе', 'Увеличение веса', 'Паралич', 'дистресс плода', 'Умственная отсталость', 'Психомоторные расстройства', 'Мышечная гипотония', 'Вес тела', 'Мышечная слабость', 'Судороги', 'Боль в животе', 'Увеличение веса', 'Паралич', 'дистресс плода', 'Умственная отсталость', 'Психомоторные расстройства', 'Мышечная гипотония', 'Вес тела', 'Мышечная слабость', 'Судороги', 'Боль в животе', 'Увеличение веса', 'Паралич', 'дистресс плода', 'Умственная отсталость', 'Психомоторные расстройства', 'Мышечная гипотония']",
E74.04,,"['MESH:D006012', 'MESH:D006012']","['UMLS_CUI:C0017924', 'UMLS_CUI:C0017924']",,mcardle disease,,"['McArdle disease', 'Type V glycogen storage disease']",2.0359375408538538e-05,neutral,PA444301,"['Fever', 'Muscle Weakness', 'Seizures', 'Dyspnea', 'Hyperventilation', 'Obesity', 'Paralysis', 'Fatigue', 'Mental Retardation', 'Muscle Cramp', 'Muscular Atrophy', 'Pain', 'Facial Pain', 'Ophthalmoplegia', 'Diplopia', 'Angina Pectoris', 'Bulimia', 'Intermittent Claudication', 'Fever', 'Muscle Weakness', 'Seizures', 'Dyspnea', 'Hyperventilation', 'Obesity', 'Paralysis', 'Fatigue', 'Mental Retardation', 'Muscle Cramp', 'Muscular Atrophy', 'Pain', 'Facial Pain', 'Ophthalmoplegia', 'Diplopia', 'Angina Pectoris', 'Bulimia', 'Intermittent Claudication']","['MESH:D005334', 'MESH:D018908', 'MESH:D012640', 'MESH:D004417', 'MESH:D006985', 'MESH:D009765', 'MESH:D010243', 'MESH:D005221', 'MESH:D008607', 'MESH:D009120', 'MESH:D009133', 'MESH:D010146', 'MESH:D005157', 'MESH:D009886', 'MESH:D004172', 'MESH:D000787', 'MESH:D002032', 'MESH:D007383', 'MESH:D005334', 'MESH:D018908', 'MESH:D012640', 'MESH:D004417', 'MESH:D006985', 'MESH:D009765', 'MESH:D010243', 'MESH:D005221', 'MESH:D008607', 'MESH:D009120', 'MESH:D009133', 'MESH:D010146', 'MESH:D005157', 'MESH:D009886', 'MESH:D004172', 'MESH:D000787', 'MESH:D002032', 'MESH:D007383']","[1.2378752645665936, 6.950937571920035, 0.8451669255214139, 1.005221681539617, 4.210260293338346, 0.8325536516356681, 0.4844713774828484, 12.518144710735722, 0.9054466840727144, 20.183041617384177, 1.460821769593828, 2.964480377676661, 1.9723285922962424, 2.659694538366165, 1.6441652988834758, 1.4526833726908572, 2.76385710334264, 2.2183032020637934, 1.2378752645665936, 6.950937571920035, 0.8451669255214139, 1.005221681539617, 4.210260293338346, 0.8325536516356681, 0.4844713774828484, 12.518144710735722, 0.9054466840727144, 20.183041617384177, 1.460821769593828, 2.964480377676661, 1.9723285922962424, 2.659694538366165, 1.6441652988834758, 1.4526833726908572, 2.76385710334264, 2.2183032020637934]",,,"['Высокая температура, температура', 'Мышечная слабость', 'Судороги', 'одышка', 'гипервентиляция', 'ожирение, тучность, фактор насыщения', 'Паралич', 'усталость', 'Умственная отсталость', 'Мышечная судорога', 'Мышечная атрофия', 'Боль', 'лицевая боль', 'офтальмоплегия', 'Диплопия', 'Стенокардия', 'булимия', 'Перемежающаяся хромота', 'Высокая температура, температура', 'Мышечная слабость', 'Судороги', 'одышка', 'гипервентиляция', 'ожирение, тучность, фактор насыщения', 'Паралич', 'усталость', 'Умственная отсталость', 'Мышечная судорога', 'Мышечная атрофия', 'Боль', 'лицевая боль', 'офтальмоплегия', 'Диплопия', 'Стенокардия', 'булимия', 'Перемежающаяся хромота']",
E74.09,,"['MESH:D006013', 'MESH:D006011', 'MESH:D006013', 'MESH:D006014', 'MESH:D006014']","['UMLS_CUI:C0017925', 'UMLS_CUI:C0017923', 'UMLS_CUI:C0017925', 'UMLS_CUI:C0017926', 'UMLS_CUI:C0017926']",,other glycogen storage disease,,"['Hers disease', 'Andersen disease', 'Liver phosphorylase deficiency', 'Muscle phosphofructokinase deficiency', 'Tauri disease']",2.0359375408538538e-05,neutral,PA165108659,"['Birth Weight', 'Paralysis', 'Fetal Macrosomia', 'Hydrops Fetalis', 'Muscle Hypotonia', 'Mental Retardation', 'Muscle Cramp', 'Vision Disorders', 'Chest Pain', 'Angina Pectoris', 'Mental Retardation', 'Muscle Cramp', 'Vision Disorders', 'Chest Pain', 'Angina Pectoris']","['MESH:D001724', 'MESH:D010243', 'MESH:D005320', 'MESH:D015160', 'MESH:D009123', 'MESH:D008607', 'MESH:D009120', 'MESH:D014786', 'MESH:D002637', 'MESH:D000787', 'MESH:D008607', 'MESH:D009120', 'MESH:D014786', 'MESH:D002637', 'MESH:D000787']","[1.4071309430047, 0.4844713774828484, 3.3367181180280827, 9.364001010090425, 6.626044538823102, 0.9054466840727144, 6.727680539128059, 0.6634894318679091, 1.0995608303564923, 2.9053667453817145, 0.9054466840727144, 6.727680539128059, 0.6634894318679091, 1.0995608303564923, 2.9053667453817145]",,,"['Вес при рождении', 'Паралич', 'Фетальная макросомия', 'Водянка плода', 'Мышечная гипотония', 'Умственная отсталость', 'Мышечная судорога', 'Нарушения зрения', 'Боль в груди', 'Стенокардия', 'Умственная отсталость', 'Мышечная судорога', 'Нарушения зрения', 'Боль в груди', 'Стенокардия']",
E74.10,,,,,"disorder of fructose metabolism, unspecified",,,2.0359375408538538e-05,neutral,,,,,,,,
E74.11,,"['MESH:C538068', 'MESH:C538068']","['UMLS_CUI:C0268160', 'UMLS_CUI:C0268160']",,essential fructosuria,,"['Essential fructosuria', 'Fructokinase deficiency']",2.0359375408538538e-05,neutral,,,,,,,,
E74.12,,"['MESH:D005633', 'MESH:D005633']","['UMLS_CUI:C0016751', 'UMLS_CUI:C0016751']",,hereditary fructose intolerance,,"['Hereditary fructose intolerance', 'Fructosemia']",2.0359375408538538e-05,neutral,PA444231,"['Abdominal Pain', 'Diarrhea, Infantile', 'Diarrhea', 'Asthenia', 'Headache', 'Colic', 'Flatulence', 'Vomiting', 'Jaundice', 'Neurologic Manifestations', 'Abdominal Pain', 'Diarrhea, Infantile', 'Diarrhea', 'Asthenia', 'Headache', 'Colic', 'Flatulence', 'Vomiting', 'Jaundice', 'Neurologic Manifestations']","['MESH:D015746', 'MESH:D003968', 'MESH:D003967', 'MESH:D001247', 'MESH:D006261', 'MESH:D003085', 'MESH:D005414', 'MESH:D014839', 'MESH:D007565', 'MESH:D009461', 'MESH:D015746', 'MESH:D003968', 'MESH:D003967', 'MESH:D001247', 'MESH:D006261', 'MESH:D003085', 'MESH:D005414', 'MESH:D014839', 'MESH:D007565', 'MESH:D009461']","[5.090902068884447, 2.281245322020591, 2.769564393246932, 2.0632192510535368, 0.8845642547118906, 4.269494632745641, 3.1378672592829178, 1.687025330850775, 2.9094235419045003, 0.0699414131753343, 5.090902068884447, 2.281245322020591, 2.769564393246932, 2.0632192510535368, 0.8845642547118906, 4.269494632745641, 3.1378672592829178, 1.687025330850775, 2.9094235419045003, 0.0699414131753343]",,,"['Боль в животе', 'Диарея инфантильная', 'диарея, понос', 'Астения', 'головная боль, цефалгия', 'Колики', 'Метеоризм', 'рвотный рефлекс, глоточный рефлекс', 'желтуха', 'Неврологические проявления', 'Боль в животе', 'Диарея инфантильная', 'диарея, понос', 'Астения', 'головная боль, цефалгия', 'Колики', 'Метеоризм', 'рвотный рефлекс, глоточный рефлекс', 'желтуха', 'Неврологические проявления']",
E74.19,,['MESH:D015319'],['UMLS_CUI:C0016756'],,other disorders of fructose metabolism,,"['Fructose-1, 6-diphosphatase deficiency']",2.0359375408538538e-05,neutral,PA165109084,,,,,,,
E74.20,,,,,"disorders of galactose metabolism, unspecified",,,2.0359375408538538e-05,neutral,,,,,,,,
E74.21,,['MESH:D005693'],['UMLS_CUI:C0016952'],,galactosemia,,['Galactosemia'],2.0359375408538538e-05,neutral,,"['Fever', 'Body Weight', 'Birth Weight', 'Seizures', 'Diarrhea, Infantile', 'Proteinuria', 'Weight Gain', 'Edema', 'Hearing Loss', 'Hearing Loss, Sensorineural', 'Diarrhea', 'Ataxia', 'Chorea', 'Tremor', 'Apraxias', 'Language Disorders', 'Language Development Disorders', 'Speech Disorders', 'Dysarthria', 'Learning Disorders', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia', 'Vision, Low', 'Voice Disorders', 'Vomiting', 'Jaundice', 'Jaundice, Obstructive', 'Albuminuria', 'Neurologic Manifestations', 'Eye Manifestations', 'Mutism', 'Articulation Disorders', 'Purpura Fulminans']","['MESH:D005334', 'MESH:D001835', 'MESH:D001724', 'MESH:D012640', 'MESH:D003968', 'MESH:D011507', 'MESH:D015430', 'MESH:D004487', 'MESH:D034381', 'MESH:D006319', 'MESH:D003967', 'MESH:D001259', 'MESH:D002819', 'MESH:D014202', 'MESH:D001072', 'MESH:D007806', 'MESH:D007805', 'MESH:D013064', 'MESH:D004401', 'MESH:D007859', 'MESH:D008607', 'MESH:D011596', 'MESH:D009123', 'MESH:D015354', 'MESH:D014832', 'MESH:D014839', 'MESH:D007565', 'MESH:D041781', 'MESH:D000419', 'MESH:D009461', 'MESH:D005132', 'MESH:D009155', 'MESH:D001184', 'MESH:D055665']","[0.6189376322832968, 6.8597569428953005, 4.2213928290141, 1.690333851042828, 6.8437359660617725, 3.746933320600656, 1.4866897406760522, 1.191756188205764, 0.8035505446228293, 1.2148558604642947, 2.769564393246932, 2.4393194255538804, 1.992983371326988, 3.478705573656504, 9.53509627402357, 3.2332099875485074, 9.946268754633891, 11.529165610240042, 2.0265851178737564, 5.205937131873741, 22.63616710181785, 2.6632819832742194, 3.3130222694115505, 2.2560435300466404, 1.66524481467453, 0.8435126654253875, 1.45471177095225, 4.996057264354959, 6.195259995684996, 0.1398828263506687, 3.015753947790992, 2.922403394642936, 1.887448957746804, 4.683791765994691]",,,"['Высокая температура, температура', 'Вес тела', 'Вес при рождении', 'Судороги', 'Диарея инфантильная', 'альбуминурия, протеинурия', 'Увеличение веса', 'отёк, водянка', 'Потеря слуха', 'Потеря слуха нейросенсорная', 'диарея, понос', 'атаксия, диссинергия, дискоординация', 'хорея', 'Тремор', 'Бездействие', 'Языковые расстройства', 'Нарушения языкового развития', 'Расстройства речи', 'дизартрия, дизартроз', 'Расстройства обучения', 'Умственная отсталость', 'Психомоторные расстройства', 'Мышечная гипотония', 'низкое зрение', 'Голосовые расстройства', 'рвотный рефлекс, глоточный рефлекс', 'желтуха', 'обтурационная желтуха', 'альбуминурия, протеинурия', 'Неврологические проявления', 'галзные проявления', 'мутизм, мутацизм', 'Расстройства артикуляции', 'молниеносная пурпура']",
E74.29,,['MESH:D005693'],['UMLS_CUI:C0268155'],,other disorders of galactose metabolism,,['Galactokinase deficiency'],2.0359375408538538e-05,neutral,,"['Fever', 'Body Weight', 'Birth Weight', 'Seizures', 'Diarrhea, Infantile', 'Proteinuria', 'Weight Gain', 'Edema', 'Hearing Loss', 'Hearing Loss, Sensorineural', 'Diarrhea', 'Ataxia', 'Chorea', 'Tremor', 'Apraxias', 'Language Disorders', 'Language Development Disorders', 'Speech Disorders', 'Dysarthria', 'Learning Disorders', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia', 'Vision, Low', 'Voice Disorders', 'Vomiting', 'Jaundice', 'Jaundice, Obstructive', 'Albuminuria', 'Neurologic Manifestations', 'Eye Manifestations', 'Mutism', 'Articulation Disorders', 'Purpura Fulminans']","['MESH:D005334', 'MESH:D001835', 'MESH:D001724', 'MESH:D012640', 'MESH:D003968', 'MESH:D011507', 'MESH:D015430', 'MESH:D004487', 'MESH:D034381', 'MESH:D006319', 'MESH:D003967', 'MESH:D001259', 'MESH:D002819', 'MESH:D014202', 'MESH:D001072', 'MESH:D007806', 'MESH:D007805', 'MESH:D013064', 'MESH:D004401', 'MESH:D007859', 'MESH:D008607', 'MESH:D011596', 'MESH:D009123', 'MESH:D015354', 'MESH:D014832', 'MESH:D014839', 'MESH:D007565', 'MESH:D041781', 'MESH:D000419', 'MESH:D009461', 'MESH:D005132', 'MESH:D009155', 'MESH:D001184', 'MESH:D055665']","[0.6189376322832968, 6.8597569428953005, 4.2213928290141, 1.690333851042828, 6.8437359660617725, 3.746933320600656, 1.4866897406760522, 1.191756188205764, 0.8035505446228293, 1.2148558604642947, 2.769564393246932, 2.4393194255538804, 1.992983371326988, 3.478705573656504, 9.53509627402357, 3.2332099875485074, 9.946268754633891, 11.529165610240042, 2.0265851178737564, 5.205937131873741, 22.63616710181785, 2.6632819832742194, 3.3130222694115505, 2.2560435300466404, 1.66524481467453, 0.8435126654253875, 1.45471177095225, 4.996057264354959, 6.195259995684996, 0.1398828263506687, 3.015753947790992, 2.922403394642936, 1.887448957746804, 4.683791765994691]",,,"['Высокая температура, температура', 'Вес тела', 'Вес при рождении', 'Судороги', 'Диарея инфантильная', 'альбуминурия, протеинурия', 'Увеличение веса', 'отёк, водянка', 'Потеря слуха', 'Потеря слуха нейросенсорная', 'диарея, понос', 'атаксия, диссинергия, дискоординация', 'хорея', 'Тремор', 'Бездействие', 'Языковые расстройства', 'Нарушения языкового развития', 'Расстройства речи', 'дизартрия, дизартроз', 'Расстройства обучения', 'Умственная отсталость', 'Психомоторные расстройства', 'Мышечная гипотония', 'низкое зрение', 'Голосовые расстройства', 'рвотный рефлекс, глоточный рефлекс', 'желтуха', 'обтурационная желтуха', 'альбуминурия, протеинурия', 'Неврологические проявления', 'галзные проявления', 'мутизм, мутацизм', 'Расстройства артикуляции', 'молниеносная пурпура']",
E74.31,,['MESH:C538139'],['UMLS_CUI:C1283620'],,sucrase-isomaltase deficiency,,['Sucrase-isomaltase deficiency'],2.0359375408538538e-05,neutral,,,,,,,,
E74.39,,['MESH:C562602'],['UMLS_CUI:C0268186'],,other disorders of intestinal carbohydrate absorption,,['Glucose-galactose malabsorption'],2.0359375408538538e-05,neutral,,,,,,,,
E74.4,,"['MESH:D015324', 'MESH:C536654', 'MESH:D015325']","['UMLS_CUI:C0034341', 'UMLS_CUI:C0268194', 'UMLS_CUI:C0034345']",,disorders of pyruvate metabolism and gluconeogenesis,,"['Deficiency of pyruvate carboxylase', 'Deficiency of phosphoenolpyruvate carboxykinase', 'Deficiency of pyruvate dehydrogenase']",2.0359375408538538e-05,neutral,PA165108683,"['Muscle Weakness', 'Seizures', 'Apraxias', 'Mental Retardation', 'Psychomotor Disorders', 'Paresis', 'Muscle Weakness', 'Quadriplegia', 'Seizures', 'Paralysis', 'Ataxia', 'Dystonia', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia', 'Muscular Atrophy', 'Gastroparesis', 'Ophthalmoplegia', 'Vision Disorders']","['MESH:D018908', 'MESH:D012640', 'MESH:D001072', 'MESH:D008607', 'MESH:D011596', 'MESH:D010291', 'MESH:D018908', 'MESH:D011782', 'MESH:D012640', 'MESH:D010243', 'MESH:D001259', 'MESH:D004421', 'MESH:D008607', 'MESH:D011596', 'MESH:D009123', 'MESH:D009133', 'MESH:D018589', 'MESH:D009886', 'MESH:D014786']","[0.992991081702862, 1.690333851042828, 2.3837740685058924, 2.716340052218144, 1.3316409916371097, 1.2877357838329555, 2.978973245108586, 1.3691396694936402, 0.8451669255214139, 0.4844713774828484, 1.2196597127769402, 4.608327100569137, 1.810893368145429, 2.6632819832742194, 1.6565111347057753, 1.460821769593828, 3.2974974048748016, 1.3298472691830825, 0.6634894318679091]",Нарушения обмена пирувата и гликонеогенеза,,"['Мышечная слабость', 'Судороги', 'Бездействие', 'Умственная отсталость', 'Психомоторные расстройства', 'Парез', 'Мышечная слабость', 'квадриплегия, тетраплегия, паралич рук и ног', 'Судороги', 'Паралич', 'атаксия, диссинергия, дискоординация', 'дистония', 'Умственная отсталость', 'Психомоторные расстройства', 'Мышечная гипотония', 'Мышечная атрофия', 'гастропарез', 'офтальмоплегия', 'Нарушения зрения']",
