mkb_cod,mkb_name,class_id
I20,Стенокардия [грудная жаба],0904
I20A,Стенокардия [грудная жаба] на фоне АГ,0904
I20.0,Нестабильная стенокардия,0904
I20.0A,Нестабильная стенокардия на фоне АГ,0904
I20.1,Стенокардия с документально подтвержденным спазмом,0904
I20.1A,Стенокардия с документально подтвержденным спазмом на фоне АГ,0904
I20.8,Другие формы стенокардии,0904
I20.8A,Другие формы стенокардии на фоне АГ,0904
I20.9,Стенокардия неуточненная,0904
I20.9A,Стенокардия неуточненная на фоне АГ,0904
I21,Острый инфаркт миокарда,0904
I21A,Острый инфаркт миокарда на фоне АГ,0904
I21.0,Острый трансмуральный инфаркт передней стенки миокарда,0904
I21.0A,Острый трансмуральный инфаркт передней стенки миокарда на фоне АГ,0904
I21.1,Острый трансмуральный инфаркт нижней стенки миокарда,0904
I21.1A,Острый трансмуральный инфаркт нижней стенки миокарда на фоне АГ,0904
I21.2,Острый трансмуральный инфаркт миокарда других уточненных локализаций,0904
I21.2A,Острый трансмуральный инфаркт миокарда др. уточненных локализаций на фон АГ,0904
I21.3,Острый трансмуральный инфаркт миокарда неуточненной локализации,0904
I21.3A,Острый трансмуральный инфаркт миокарда неуточненных локализаций на фоне АГ,0904
I21.4,Острый субэндокардиальный инфаркт миокарда,0904
I21.4A,Острый субэндокардиальный инфаркт миокарда на фоне АГ,0904
I21.9,Острый инфаркт миокарда неуточненный,0904
I21.9A,Острый инфаркт миокарда неуточненный на фоне АГ,0904
I22,Повторный инфаркт миокарда,0904
I22A,Повторный инфаркт миокарда на фоне АГ,0904
I22.0,Повторный инфаркт передней стенки миокарда,0904
I22.0A,Повторный инфаркт передней стенки миокарда на фоне АГ,0904
I22.1,Повторный инфаркт нижней стенки миокарда,0904
I22.1A,Повторный инфаркт нижней стенки миокарда на фоне АГ,0904
I22.8,Повторный инфаркт миокарда другой уточненной локализации,0904
I22.8A,Повторный инфаркт миокарда др. уточненных локализаций на фон АГ,0904
I22.9,Повторный инфаркт миокарда неопределенной локализации,0904
I22.9A,Повторный инфаркт миокарда неуточненных локализаций на фоне АГ,0904
I23,Некоторые текущие осложнения острого инфаркта миокарда,0904
I23A,Некоторые текущие осложнения острого инфаркта миокарда на фоне АГ,0904
I23.0,Гемоперикард как ближайшее осложнение острого инфаркта миокарда,0904
I23.0A,Гемоперикард как ближайшее осложнение острого инфаркта миокарда на фоне АГ,0904
I23.1,Дефект межпредсердной перегородки как тек.осложн. острого инфаркта миокарда,0904
I23.1A,Дефект межпредсердной перегородки как тек.осложн. острого инфаркта миокарда на фоне АГ,0904
I23.2,Дефект межжелудочковой перегородки как тек.осложн.острого инфаркта миокарда,0904
I23.2A,Дефект межжелудочковой перегородки как тек.осложн.острого инфаркта миокарда на фоне АГ,0904
I23.3,Разрыв серд. стенки без гемаперикарда как тек.осложн.остр.инфаркта миокарда,0904
I23.3A,Разрыв серд. стенки без гемаперикарда как тек.осложн.остр.инфаркта миокарда на фоне АГ,0904
I23.4,Разрыв сухожильной хорды как текущее осложнение острого инфаркта миокарда,0904
I23.4A,Разрыв сухожильной хорды как текущее осложнение острого инфаркта миокарда на фоне АГ,0904
I23.5,Разрыв сосочковой мышцы как текущее осложнение острого инфаркта миокарда,0904
I23.5A,Разрыв сосочковой мышцы как текущее осложнение острого инфаркта миокарда на фоне АГ,0904
I23.6,"Тромбоз предсерд., ушка предсерд.и желуд. сердца как осл. остр.инф.миокарда",0904
I23.6A,"Тромбоз предсерд., ушка предсерд.и желуд. сердца как осл. остр.инф.миокарда на фоне АГ",0904
I23.8,Другие текущие осложнения острого инфаркта миокарда,0904
I23.8A,Другие текущие осложнения острого инфаркта миокарда на фоне АГ,0904
I24,Другие формы острой ишемической болезни сердца,0904
I24A,Другие формы острой ишемической болезни сердца на фоне АГ,0904
I24.0,"Коронарный тромбоз, не приводящий к инфаркту миокарда",0904
I24.0A,"Коронарный тромбоз, не приводящий к инфаркту миокарда на фоне АГ",0904
I24.1,Синдром Дресслера,0904
I24.1A,Синдром Дресслера на фоне АГ,0904
I24.8,Другие формы острой ишемической болезни сердца,0904
I24.8A,Другие формы острой ишемической болезни сердца на фоне АГ,0904
I24.9,Острая ишемическая болезнь сердца неуточненная,0904
I24.9A,Острая ишемическая болезнь сердца неуточненная на фоне АГ,0904
I25,Хроническая ишемическая болезнь сердца,0904
I25A,Хроническая ишемическая болезнь сердца на фоне АГ,0904
I25.0,"Атеросклеротическая сердечно-сосудистая болезнь, так описанная",0904
I25.0A,"Атеросклеротическая сердечно-сосудистая болезнь, так описанная на фоне АГ",0904
I25.1,Атеросклеротическая болезнь сердца,0904
I25.1A,Атеросклеротическая болезнь сердца на фоне АГ,0904
I25.2,Перенесенный в прошлом инфаркт миокарда,0904
I25.2A,Перенесенный в прошлом инфаркт миокарда на фоне АГ,0904
I25.3,Аневризма сердца,0904
I25.3A,Аневризма сердца на фоне АГ,0904
I25.4,Аневризма коронарной артерии,0904
I25.4A,Аневризма коронарной артерии на фоне АГ,0904
I25.5,Ишемическая кардиомиопатия,0904
I25.5A,Ишемическая кардиомиопатия на фоне АГ,0904
I25.6,Бессимптомная ишемия миокарда,0904
I25.6A,Бессимптомная ишемия миокарда на фоне АГ,0904
I25.8,Другие формы хронической ишемической болезни сердца,0904
I25.8A,Другие формы хронической ишемической болезни сердца на фоне АГ,0904
I25.9,Хроническая ишемическая болезнь сердца неуточненная,0904
I25.9A,Хроническая ишемическая болезнь сердца неуточненная на фоне АГ,0904
I26,Легочная эмболия,0905
I26.0,Легочная эмболия с упоминанием об остром легочном сердце,0905
I26.9,Легочная эмболия без упоминания об остром легочном сердце,0905
I27,Другие формы легочно-сердечной недостаточности,0905
I27.0,Первичная легочная гипертензия,0905
I27.1,Кифосколиотическая болезнь сердца,0905
I27.8,Другие уточненные формы легочно-сердечной недостаточности,0905
I27.9,Легочно-сердечная недостаточность неуточненная,0905
I28,Другие болезни легочных сосудов,0905
I28.0,Артериовенозный свищ легочных сосудов,0905
I28.1,Аневризма легочной артерии,0905
I28.8,Другие уточненные болезни легочных сосудов,0905
I28.9,Болезнь легочных сосудов неуточненная,0905
I30,Острый перикардит,0906
I30.0,Острый неспецифический идиопатический перикардит,0906
I30.1,Инфекционный перикардит,0906
I30.8,Другие формы острого перикардита,0906
I30.9,Острый перикардит неуточненный,0906
I31,Другие болезни перикарда,0906
I31.0,Хронический адгезивный перикардит,0906
I31.1,Хронический констриктивный перикардит,0906
I31.2,"Гемоперикард, не классифицированный в других рубриках",0906
I31.3,Перикардиальный выпот (невоспалительный),0906
I31.8,Другие уточненные болезни перикарда,0906
I31.9,Болезни перикарда неуточненные,0906
I32,"Перикардит при болезнях, классифицированных в других рубриках",0906
I32.0,"Перикардит при бактериальных болезнях, КДР",0906
I32.1,"Перикардит при других инфекционных и паразитарных болезнях, КДР",0906
I32.8,"Перикардит при других болезнях, классифицированных в других рубриках",0906
I33,Острый и подострый эндокардит,0906
I33.0,Острый и подострый инфекционный эндокардит,0906
I33.9,Острый эндокардит неуточненный,0906
I34,Неревматические поражения митрального клапана,0906
I34.0,Митральная (клапанная) недостаточность,0906
I34.1,Пролапс [пролабирование] митрального клапана,0906
I34.2,Неревматический стеноз митрального клапана,0906
I34.8,Другие неревматические поражения митрального клапана,0906
I34.9,Неревматическое поражение митрального клапана неуточненное,0906
I35,Неревматические поражения аортального клапана,0906
I35.0,Аортальный (клапанный) стеноз,0906
I35.1,Аортальная (клапанная) недостаточность,0906
I35.2,Аортальный (клапанный) стеноз с недостаточностью,0906
I35.8,Другие поражения аортального клапана,0906
I35.9,Поражение аортального клапана неуточненное,0906
I36,Неревматические поражения трехстворчатого клапана,0906
I36.0,Неревматический стеноз трехстворчатого клапана,0906
I36.1,Неревматическая недостаточность трехстворчатого клапана,0906
I36.2,Неревматический стеноз трехстворчатого клапана с недостаточностью,0906
I36.8,Другие неревматические поражения трехстворчатого клапана,0906
I36.9,Неревматическое поражение трехстворчатого клапана неуточненное,0906
I37,Поражения клапана легочной артерии,0906
I37.0,Стеноз клапана легочной артерии,0906
I37.1,Недостаточность клапана легочной артерии,0906
I37.2,Стеноз клапана легочной артерии с недостаточностью,0906
I37.8,Другие поражения клапана легочной артерии,0906
I37.9,Поражение легочного клапана неуточненное,0906
I38,"Эндокардит, клапан не уточнен",0906
I38.9,"Эндокардит, клапан не уточнен",0906
I39,"Эндокардит и поражения клапанов сердца при болезнях, КДР",0906
I39.0,"Поражения митрального клапана при болезнях, КДР",0906
I39.1,"Поражения аортального клапана при болезнях, КДР",0906
I39.2,"Поражения трехстворчатого клапана при болезнях, КДР",0906
I39.3,"Поражения клапана легочной артерии при болезнях, КДР",0906
I39.4,"Множественные поражения клапанов при болезнях, КДР",0906
I39.8,"Эндокардит, клапан не уточнен, при болезнях, КДР",0906
I40,Острый миокардит,0906
I40.0,Инфекционный миокардит,0906
I40.1,Изолированный миокардит,0906
I40.8,Другие виды острого миокардита,0906
I40.9,Острый миокардит неуточненный,0906
I41,"Миокардит при болезнях, классифицированных в других рубриках",0906
I41.0,"Миокардит при бактериальных болезнях, классифицированных в других рубриках",0906
I41.1,"Миокардит при вирусных болезнях, классифицированных в других рубриках",0906
I41.2,"Миокардит при других инфекционных и паразитарных болезнях, КДР",0906
I41.8,"Миокардит при других болезнях, классифицированных в других рубриках",0906
I42,Кардиомиопатия,0906
I42.0,Дилатационная кардиомиопатия,0906
I42.1,Обструктивная гипертрофическая кардиомиопатия,0906
I42.2,Другая гипертрофическая кардиомиопатия,0906
I42.3,Эндомиокардиальная (эозинофильная) болезнь,0906
I42.4,Эндокардиальный фиброэластоз,0906
I42.5,Другая рестриктивная кардиомиопатия,0906
I42.6,Алкогольная кардиомиопатия,0906
I42.7,"Кардиомиопатия, обусловл. возд. лекарств. средств и др. внешних факторов",0906
I42.8,Другие кардиомиопатии,0906
I42.9,Кардиомиопатия неуточненная,0906
I43,"Кардиомиопатия при болезнях, классифицированных в других рубриках",0906
I43.0,"Кардиомиопатия при инфекционных и паразитарных болезнях, КДР",0906
I43.1,Кардиомиопатия при метаболических нарушениях,0906
I43.2,Кардиомиопатия при расстройствах питания,0906
I43.8,"Кардиомиопатия при других болезнях, классифицированных в других рубриках",0906
I44,Предсердно-желудочк.[атриовентр.] блокада и блокада лев.ножки пучка [Гиса],0906
I44.0,Предсердно-желудочковая блокада первой степени,0906
I44.1,Предсердно-желудочковая блокада второй степени,0906
I44.2,Предсердно-желудочковая блокада полная,0906
I44.3,Другая и неуточненная предсердно-желудочковая блокада,0906
I44.4,Блокада передней ветви левой ножки пучка,0906
I44.5,Блокада задней ветви левой ножки пучка,0906
I44.6,Другие и неуточненные блокады пучка,0906
I44.7,Блокада левой ножки пучка неуточненная,0906
I45,Другие нарушения проводимости,0906
I45.0,Блокада правой ножки пучка,0906
I45.1,Другая и неуточненная блокада правой ножки пучка,0906
I45.2,Двухпучковая блокада,0906
I45.3,Трехпучковая блокада,0906
I45.4,Неспецифическая внутрижелудочковая блокада,0906
I45.5,Другая уточненная блокада сердца,0906
I45.6,Синдром преждевременного возбуждения,0906
I45.8,Другие уточненные нарушения проводимости,0906
I45.9,Нарушение проводимости неуточненное,0906
I46,Остановка сердца,0906
I46.0,Остановка сердца с успешным восстановлением сердечной деятельности,0906
I46.1,"Внезапная сердечная смерть, так описанная",0906
I46.9,Остановка сердца неуточненная,0906
I47,Пароксизмальная тахикардия,0906
I47.0,Возвратная желудочковая аритмия,0906
I47.1,Наджелудочковая тахикардия,0906
I47.2,Желудочковая тахикардия,0906
I47.9,Пароксизмальная тахикардия неуточненная,0906
I48,Фибрилляция и трепетание предсердий,0906
I48.9,Фибрилляция и трепетание предсердий,0906
I49,Другие нарушения сердечного ритма,0906
I49.0,Фибрилляция и трепетание желудочков,0906
I49.1,Преждевременная деполяризация предсердий,0906
I49.2,"Преждевременная деполяризация, исходящая из соединения",0906
I49.3,Преждевременная деполяризация желудочков,0906
I49.4,Другая и неуточненная преждевременная деполяризация,0906
I49.5,Синдром слабости синусового узла,0906
I49.8,Другие уточненные нарушения сердечного ритма,0906
I49.9,Нарушение сердечного ритма неуточненное,0906
I50,Сердечная недостаточность,0906
I50.0,Застойная сердечная недостаточность,0906
I50.1,Левожелудочковая недостаточность,0906
I50.9,Сердечная недостаточность неуточненная,0906
I51,Осложнения и неточно обозначенные болезни сердца,0906
I51.0,Дефект перегородки сердца приобретенный,0906
I51.1,"Разрыв сухожилий хорды, не классифицированный в других рубриках",0906
I51.2,"Разрыв сосочковой мышцы, не классифицированный в других рубриках",0906
I51.3,"Внутрисердечный тромбоз, не классифицированный в других рубриках",0906
I51.4,Миокардит неуточненный,0906
I51.5,Дегенерация миокарда,0906
I51.6,Сердечно-сосудистая болезнь неуточненная,0906
I51.7,Кардиомегалия,0906
I51.8,Другие неточно обозначенные болезни сердца,0906
I51.9,Болезнь сердца неуточненная,0906
I52,"Другие поражения сердца при болезнях, классифицированных в других рубриках",0906
I52.0,"Другие поражения сердца при бактериальных болезнях, КДР",0906
I52.1,"Другие поражения сердца при др. инфекционных и паразитарных болезнях, КДР",0906
I52.8,"Другие поражения сердца при других болезнях, КДР",0906
I60,Субарахноидальное кровоизлияние,0907
I60A,Субарахноидальное кровоизлияние на фоне АГ,0907
I60.0,Субарахноидальное кровоизлияние из каротидного синуса и бифуркации,0907
I60.0A,Субарахноидальное кровоизлияние из каротидного синуса и бифуркации на фоне АГ,0907
I60.1,Субарахноидальное кровоизлияние из средней мозговой артерии,0907
I60.1A,Субарахноидальное кровоизлияние из средней мозговой артерии на фоне АГ,0907
I60.2,Субарахноидальное кровоизлияние из передней соединительной артерии,0907
I60.2A,Субарахноидальное кровоизлияние из передней соединительной артерии на фоне АГ,0907
I60.3,Субарахноидальное кровоизлияние из задней соединительной артерии,0907
I60.3A,Субарахноидальное кровоизлияние из задней соединительной артерии на фоне АГ,0907
I60.4,Субарахноидальное кровоизлияние из базилярной артерии,0907
I60.4A,Субарахноидальное кровоизлияние из базилярной артерии на фоне АГ,0907
I60.5,Субарахноидальное кровоизлияние из позвоночной артерии,0907
I60.5A,Субарахноидальное кровоизлияние из позвоночной артерии на фоне АГ,0907
I60.6,Субарахноидальное кровоизлияние из других внутричерепных артерий,0907
I60.6A,Субарахноидальное кровоизлияние из др.внутричерепных артерий на фоне АГ,0907
I60.7,Субарахноидальное кровоизлияние из внутричерепной артерии неуточненной,0907
I60.7A,Субарахноидальное кровоизлияние из внутричерепной артерии неуточн. на фоне АГ,0907
I60.8,Другое субарахноидальное кровоизлияние,0907
I60.8A,Другое субарахноидальное кровоизлияние на фоне АГ,0907
I60.9,Субарахноидальное кровоизлияние неуточненное,0907
I60.9A,Субарахноидальное кровоизлияние неуточненное на фоне АГ,0907
I61,Внутримозговое кровоизлияние,0907
I61A,Внутримозговое кровоизлияние на фоне АГ,0907
I61.0,Внутримозговое кровоизлияние в полушарие субкортикальное,0907
I61.0A,Внутримозговое кровоизлияние в полушарие субкортикальное на фоне АГ,0907
I61.1,Внутримозговое кровоизлияние в полушарие кортикальное,0907
I61.1A,Внутримозговое кровоизлияние в полушарие субкортикальное на фоне АГ,0907
I61.2,Внутримозговое кровоизлияние в полушарие неуточненное,0907
I61.2A,Внутримозговое кровоизлияние в полушарие неуточненное на фоне АГ,0907
I61.3,Внутримозговое кровоизлияние в ствол мозга,0907
I61.3A,Внутримозговое кровоизлияние в ствол мозга на фоне АГ,0907
I61.4,Внутримозговое кровоизлияние в мозжечок,0907
I61.4A,Внутримозговое кровоизлияние в мозжечок на фоне АГ,0907
I61.5,Внутримозговое кровоизлияние внутрижелудочковое,0907
I61.5A,Внутримозговое кровоизлияние внутрижелудочковое на фоне АГ,0907
I61.6,Внутримозговое кровоизлияние множественной локализации,0907
I61.6A,Внутримозговое кровоизлияние множественной локализации на фоне АГ,0907
I61.8,Другое внутримозговое кровоизлияние,0907
I61.8A,Другое внутримозговое кровоизлияние на фоне АГ,0907
I61.9,Внутримозговое кровоизлияние неуточненное,0907
I61.9A,Внутримозговое кровоизлияние неуточненное на фоне АГ,0907
I62,Другое нетравматическое внутричерепное кровоизлияние,0907
I62A,Другое нетравматическое внутричерепное кровоизлияние на фоне АГ,0907
I62.0,Субдуральное кровоизлияние (острое) (нетравматическое),0907
I62.0A,Субдуральное кровоизлияние (острое) (нетравматическое) на фоне АГ,0907
I62.1,Нетравматическое экстрадуральное кровоизлияние,0907
I62.1A,Нетравматическое экстрадуральное кровоизлияние,0907
I62.9,Внутричерепное кровоизлияние (нетравматическое) неуточненное,0907
I62.9A,Внутричерепное кровоизлияние (нетравматическое) неуточненное на фоне АГ,0907
I63,Инфаркт мозга,0907
I63A,Инфаркт мозга на фоне АГ,0907
I63.0,"Инфаркт мозга, вызванный тромбозом прецеребральных артерий",0907
I63.0A,"Инфаркт мозга, вызванный тромбозом прецеребральных артерий, на фоне АГ",0907
I63.1,"Инфаркт мозга, вызванный эмболией прецеребральных артерий",0907
I63.1A,"Инфаркт мозга, вызванный эмболией прецеребральных артерий, на фоне АГ",0907
I63.2,"Инфаркт мозга, вызв. неут. закупоркой или стенозом прецеребральных артерий",0907
I63.2A,"Инфаркт мозга, вызв.неут.закупоркой или стенозом прецеребр. артерий, на фоне АГ",0907
I63.3,"Инфаркт мозга, вызванный тромбозом мозговых артерий",0907
I63.3A,"Инфаркт мозга, вызванный тромбозом мозговых артерий, на фоне АГ",0907
I63.4,"Инфаркт мозга, вызванный эмболией мозговых артерий",0907
I63.4A,"Инфаркт мозга, вызванный эмболией мозговых артерий, на фоне АГ",0907
I63.5,"Инфаркт мозга, вызв. неуточненной закупоркой или стенозом мозговых артерий",0907
I63.5A,"Инфаркт мозга,вызв.неут.закупоркой или стенозом мозговых артерий, на фоне АГ",0907
I63.6,"Инфаркт мозга, вызванный тромбозом вен мозга, непиогенный",0907
I63.6A,"Инфаркт мозга, вызванный тромбозомвен мозга, на фоне АГ",0907
I63.8,Другой инфаркт мозга,0907
I63.8A,Другой инфаркт мозга на фоне АГ,0907
I63.9,Инфаркт мозга неуточненный,0907
I63.9A,Инфаркт мозга неуточненный на фоне АГ,0907
I64,"Инсульт, не уточненный как кровоизлияние или инфаркт",0907
I64A,"Инсульт, неуточненный как кровоизлияние или инфаркт на фоне АГ",0907
I64.9,"Инсульт, не уточненный как кровоизлияние или инфаркт",0907
I64.9A,"Инсульт, неуточненный как кровоизлияние или инфаркт на фоне АГ",0907
I65,"Закупорка и стеноз прецеребральных артерий, не приводящие к инфаркту мозга",0907
I65A,"Закупорка и стеноз прецеребральных артерий, не приводящие к инфаркту мозга на фоне АГ",0907
I65.0,Закупорка и стеноз позвоночной артерии,0907
I65.0A,Закупорка и стеноз позвоночной артерии на фоне АГ,0907
I65.1,Закупорка и стеноз базилярной артерии,0907
I65.1A,Закупорка и стеноз базилярной артерии на фоне АГ,0907
I65.2,Закупорка и стеноз сонной артерии,0907
I65.2A,Закупорка и стеноз сонной артерии на фоне АГ,0907
I65.3,Закупорка и стеноз множественных и двусторонних прецеребральных артерий,0907
I65.3A,Закупорка и стеноз множественных и двусторонних прецеребральных артерий на фоне АГ,0907
I65.8,Закупорка и стеноз других прецеребральных артерий,0907
I65.8A,Закупорка и стеноз других прецеребральных артерий на фоне АГ,0907
I65.9,Закупорка и стеноз неуточненной прецеребральной артерии,0907
I65.9A,Закупорка и стеноз неуточненной прецеребральной артерии на фоне АГ,0907
I66,"Закупорка и стеноз церебральных артерий, не приводящие к инфаркту мозга",0907
I66A,"Закупорка и стеноз церебральных артерий, не приводящие к инфаркту мозга на фоне АГ",0907
I66.0,Закупорка и стеноз средней мозговой артерии,0907
I66.0A,Закупорка и стеноз средней мозговой артерии на фоне АГ,0907
I66.1,Закупорка и стеноз передней мозговой артерии,0907
I66.1A,Закупорка и стеноз передней мозговой артерии  на фоне АГ,0907
I66.2,Закупорка и стеноз задней мозговой артерии,0907
I66.2A,Закупорка и стеноз задней мозговой артерии на фоне АГ,0907
I66.3,Закупорка и стеноз мозжечковых артерий,0907
I66.3A,Закупорка и стеноз мозжечковых артерий на фоне АГ,0907
I66.4,Закупорка и стеноз множественных и двусторонних артерий мозга,0907
I66.4A,Закупорка и стеноз множественных и двусторонних артерий мозга на фоне АГ,0907
I66.8,Закупорка и стеноз другой артерии мозга,0907
I66.8A,Закупорка и стеноз другой артерии мозга на фоне АГ,0907
I66.9,Закупорка и стеноз артерии мозга неуточненной,0907
I66.9A,Закупорка и стеноз артерии мозга неуточненной на фоне АГ,0907
I67,Другие цереброваскулярные болезни,0907
I67A,Другие цереброваскулярные болезни на фоне АГ,0907
I67.0,Расслоение мозговых артерий без разрыва,0907
I67.0A,Расслоение мозговых артерий без разрыва на фоне АГ,0907
I67.1,Аневризма мозга без разрыва,0907
I67.1A,Аневризма мозга без разрыва на фоне АГ,0907
I67.2,Церебральный атеросклероз,0907
I67.2A,Церебральный атеросклероз на фоне АГ,0907
I67.3,Прогрессирующая сосудистая лейкоэнцефалопатия,0907
I67.3A,Прогрессирующая сосудистая лейкоэнцефалопатия на фоне АГ,0907
I67.4,Гипертензивная энцефалопатия,0907
I67.4A,Гипертензивная энцефалопатия на фоне АГ,0907
I67.5,Болезнь Мойамойа,0907
I67.5A,Болезнь Мойамойа на фоне АГ,0907
I67.6,Негнойный тромбоз внутричерепной венозной системы,0907
I67.6A,Негнойный тромбоз внутричерепной венозной системы на фоне АГ,0907
I67.7,"Церебральный артериит, не классифицированный в других рубриках",0907
I67.7A,"Церебральный артериит, не классифицированный в других рубриках  на фоне АГ",0907
I67.8,Другие уточненные поражения сосудов мозга,0907
I67.8A,Другие уточненные поражения сосудов мозга на фоне АГ,0907
I67.9,Цереброваскулярная болезнь неуточненная,0907
I67.9A,Цереброваскулярная болезнь неуточненная на фоне АГ,0907
I68,"Поражения сосудов мозга при болезнях, классифицированных в других рубриках",0907
I68A,"Поражения сосудов мозга при болезнях, классифицированных в других рубриках на фоне АГ",0907
I68.0,Церебральная амилоидная ангиопатия,0907
I68.0A,Церебральная амилоидная ангиопатия,0907
I68.1,"Церебральный артериит при инфекционных и паразитарных болезнях, КДР",0907
I68.1A,"Церебральный артериит при инфекционных и паразитарных болезнях, КДР на фоне АГ",0907
I68.2,"Церебральный артериит при других болезнях, классиф. в других рубриках",0907
I68.2A,"Церебральный артериит при других болезнях, классиф. в других рубриках на фоне АГ",0907
I68.8,"Другие поражения сосудов мозга при болезнях, классиф. в других рубриках",0907
I68.8A,"Другие поражения сосудов мозга при болезнях, классиф. в других рубриках на фоне АГ",0907
I69,Последствия цереброваскулярных болезней,0907
I69A,Последствия цереброваскулярных болезней на фоне АГ,0907
I69.0,Последствия субарахноидального кровоизлияния,0907
I69.0A,Последствия субарахноидального кровоизлияния на фоне АГ,0907
I69.1,Последствия внутричерепного кровоизлияния,0907
I69.1A,Последствия внутричерепного кровоизлияния на фоне АГ,0907
I69.2,Последствия другого нетравматического внутричерепного кровоизлияния,0907
I69.2A,Последствия другого нетравматического внутричерепного кровоизлияния на фоне АГ,0907
I69.3,Последствия инфаркта мозга,0907
I69.3A,Последствия инфаркта мозга на фоне АГ,0907
I69.4,"Последствия инсульта, не уточненные как кровоизлияние или инфаркт мозга",0907
I69.4A,"Последствия инсульта, не уточненные как кровоизлияние или инфаркт мозга на фоне АГ",0907
I69.8,Последствия других и неуточненных цереброваскулярных болезней,0907
I69.8A,Последствия других и неуточненных цереброваскулярных болезней на фоне АГ,0907
I70,Атеросклероз,0908
I70.0,Атеросклероз аорты,0908
I70.1,Атеросклероз почечной артерии,0908
I70.2,Атеросклероз артерий конечностей,0908
I70.8,Атеросклероз других артерий,0908
I70.9,Генерализованный и неуточненный атеросклероз,0908
I71,Аневризма и расслоение аорты,0908
I71.0,Расслоение аорты (любой части),0908
I71.1,Аневризма грудной части аорты разорванная,0908
I71.2,Аневризма грудной части аорты без упоминания о разрыве,0908
I71.3,Аневризма брюшной аорты разорванная,0908
I71.4,Аневризма брюшной аорты без упоминания о разрыве,0908
I71.5,Аневризма грудной и брюшной аорты разорванная,0908
I71.6,Аневризма грудной брюшной аорты без упоминания о разрыве,0908
I71.8,Аневризма аорты неуточненной локализации разорванная,0908
I71.9,Аневризма аорты неуточненной локализации без упоминания о разрыве,0908
I72,Другие формы аневризмы,0908
I72.0,Аневризма сонной артерии,0908
I72.1,Аневризма артерии верхних конечностей,0908
I72.2,Аневризма почечной артерии,0908
I72.3,Аневризма подвздошной артерии,0908
I72.4,Аневризма артерии нижних конечностей,0908
I72.8,Аневризма других уточненных артерий,0908
I72.9,Аневризма неуточненной локализации,0908
I73,Другие болезни периферических сосудов,0908
I73.0,Синдром Рейно,0908
I73.1,Облитерирующий тромбангиит [болезнь Бюргера],0908
I73.8,Другие уточненные болезни периферических сосудов,0908
I73.9,Болезнь периферических сосудов неуточненная,0908
I74,Эмболия и тромбоз артерий,0908
I74.0,Эмболия и тромбоз брюшной аорты,0908
I74.1,Эмболия и тромбоз других и неуточненных отделов аорты,0908
I74.2,Эмболия и тромбоз артерий верхних конечностей,0908
I74.3,Эмболия и тромбоз артерий нижних конечностей,0908
I74.4,Эмболия и тромбоз артерий конечностей неуточненные,0908
I74.5,Эмболия и тромбоз подвздошной артерии,0908
I74.8,Эмболия и тромбоз других артерий,0908
I74.9,Эмболия и тромбоз неуточненных артерий,0908
I77,Другие поражения артерий и артериол,0908
I77.0,Артериовенозный свищ приобретенный,0908
I77.1,Сужение артерий,0908
I77.2,Разрыв артерии,0908
I77.3,Мышечная и соединительнотканная дисплазия артерий,0908
I77.4,Синдром компрессии чревного ствола брюшной аорты,0908
I77.5,Некроз артерии,0908
I77.6,Артериит неуточненный,0908
I77.8,Другие уточненные изменения артерий и артериол,0908
I77.9,Изменение артерий и артериол неуточненное,0908
I78,Болезни капилляров,0908
I78.0,Наследственная геморрагическая телеангиэктазия,0908
I78.1,Невус неопухолевый,0908
I78.8,Другие болезни капилляров,0908
I78.9,Болезнь капилляров неуточненная,0908
I79,"Поражения артерий, артериол и капилляров при болезнях, КДР",0908
I79.0,"Аневризма аорты при болезнях, классифицированных в других рубриках",0908
I79.1,"Аортит при болезнях, классифицированных в других рубриках",0908
I79.2,"Периферическая ангиопатия при болезнях, КДР",0908
I79.8,"Другие поражения артерий, артериол и капилляров при болезнях, КДР",0908
I80,Флебит и тромбофлебит,0909
I80.0,Флебит и тромбофлебит поверхностных сосудов нижних конечностей,0909
